claim_id,claim_date,sale_id,product_id,repair_status
440,2024-12-04,309032,P-1074,Repaired
441,2023-10-23,124156,P-1067,Repaired
442,2024-11-11,2294,P-1071,Repaired
443,2025-04-11,89683,P-1087,Repaired
444,2024-07-25,90301,P-1070,Replaced
445,2023-09-01,3342,P-1053,Pending
446,2024-06-30,29779,P-1065,Repaired
447,2024-07-23,22102,P-1065,Repaired
450,2023-07-11,143,P-1068,Rejected
453,2025-05-07,40563,P-1049,Repaired
456,2025-06-27,215986,P-1050,Repaired
457,2023-06-03,345736,P-1051,Pending
459,2025-02-26,201694,P-1078,Repaired
460,2025-05-17,63749,P-1092,Rejected
461,2025-03-11,130271,P-1075,Repaired
463,2024-09-12,196510,P-1053,Repaired
465,2024-09-21,273255,P-1066,Replaced
467,2025-10-06,124297,P-1084,Replaced
468,2023-12-11,51056,P-1066,Repaired
469,2023-02-13,159152,P-1056,Replaced
470,2024-04-12,339111,P-1053,Repaired
472,2025-12-22,172932,P-1097,Repaired
473,2025-05-06,336247,P-1093,Pending
474,2025-11-24,22302,P-1101,Repaired
475,2025-07-06,234227,P-1080,Repaired
478,2025-09-21,244452,P-1094,Repaired
480,2025-10-13,291616,P-1100,Pending
482,2025-04-09,117848,P-1076,Repaired
483,2024-01-08,331936,P-1066,Replaced
484,2025-05-29,318760,P-1086,Repaired
486,2025-07-10,272810,P-1070,Replaced
487,2024-12-21,57257,P-1082,Repaired
489,2024-11-02,152567,P-1070,Repaired
490,2024-12-21,61741,P-1087,Rejected
491,2025-04-11,200836,P-1079,Repaired
492,2025-01-15,187301,P-1053,Rejected
493,2025-06-13,208582,P-1078,Rejected
494,2025-11-18,274338,P-1103,Replaced
495,2025-01-02,257848,P-1077,Replaced
496,2025-09-19,164973,P-1087,Repaired
497,2025-06-25,317871,P-1078,Repaired
498,2023-07-09,334401,P-1051,Repaired
499,2025-08-29,123872,P-1055,Replaced
501,2025-10-15,148064,P-1086,Replaced
502,2025-10-13,45277,P-1067,Replaced
504,2024-10-20,308316,P-1088,Repaired
505,2023-10-17,344309,P-1051,Repaired
506,2024-06-28,133969,P-1069,Replaced
508,2023-09-14,227365,P-1051,Repaired
509,2024-08-25,33536,P-1075,Replaced
510,2024-03-24,238762,P-1075,Repaired
511,2025-01-21,292769,P-1068,Repaired
512,2024-12-19,261711,P-1078,Replaced
513,2025-09-28,203402,P-1085,Repaired
514,2025-05-21,224786,P-1086,Pending
515,2023-12-13,350188,P-1062,Repaired
516,2025-02-11,349547,P-1085,Rejected
517,2024-07-14,163858,P-1066,Repaired
518,2025-12-13,329918,P-1061,Repaired
519,2025-05-27,263880,P-1087,Repaired
520,2023-06-07,190386,P-1051,Replaced
521,2025-08-26,56919,P-1099,Rejected
522,2024-06-19,36437,P-1070,Rejected
523,2024-01-03,197668,P-1049,Repaired
524,2025-06-05,145542,P-1092,Repaired
527,2025-12-10,159159,P-1077,Pending
529,2025-09-03,176418,P-1102,Repaired
530,2025-08-20,184957,P-1092,Replaced
531,2024-10-03,25746,P-1088,Replaced
533,2025-07-31,180044,P-1076,Rejected
534,2023-12-23,121316,P-1067,Repaired
535,2025-02-07,110390,P-1088,Rejected
536,2025-08-30,57970,P-1085,Pending
538,2024-10-15,241900,P-1061,Repaired
539,2024-09-20,11212,P-1065,Repaired
540,2025-02-21,306172,P-1079,Repaired
541,2023-11-24,296409,P-1067,Repaired
543,2023-10-02,107257,P-1052,Repaired
545,2025-04-18,306869,P-1078,Repaired
546,2023-09-28,201617,P-1068,Repaired
547,2024-12-04,303623,P-1076,Replaced
548,2025-07-30,331250,P-1094,Repaired
551,2024-08-06,304553,P-1066,Rejected
552,2025-03-10,54707,P-1082,Repaired
553,2024-08-05,38445,P-1065,Repaired
555,2025-05-05,274790,P-1069,Replaced
556,2025-10-01,53013,P-1056,Rejected
558,2024-10-29,311116,P-1072,Rejected
559,2025-04-28,14509,P-1077,Repaired
561,2025-05-17,98537,P-1066,Repaired
562,2025-05-25,209931,P-1076,Repaired
563,2025-03-04,333259,P-1076,Rejected
564,2025-01-02,16762,P-1065,Replaced
565,2025-12-26,152075,P-1095,Repaired
566,2025-04-26,286457,P-1096,Repaired
568,2025-11-15,340254,P-1104,Replaced
569,2025-09-11,188450,P-1072,Rejected
570,2023-08-05,86147,P-1049,Replaced
571,2025-04-30,164755,P-1084,Replaced
572,2025-11-08,120327,P-1059,Repaired
573,2025-10-13,174677,P-1084,Repaired
574,2025-07-24,38716,P-1078,Rejected
575,2025-11-02,25459,P-1057,Repaired
576,2025-05-15,240360,P-1085,Rejected
577,2025-01-19,176137,P-1087,Repaired
578,2024-05-18,257994,P-1071,Repaired
580,2025-06-10,111574,P-1057,Rejected
581,2025-08-22,51892,P-1092,Repaired
583,2025-11-13,164341,P-1102,Repaired
584,2023-07-14,41541,P-1051,Repaired
585,2024-10-20,114231,P-1070,Repaired
586,2023-12-08,272997,P-1067,Repaired
587,2024-03-01,22477,P-1053,Pending
588,2023-11-23,113330,P-1051,Replaced
589,2025-12-07,257193,P-1081,Repaired
590,2025-04-21,73507,P-1088,Pending
591,2024-05-16,228234,P-1073,Repaired
592,2023-11-27,316388,P-1051,Repaired
593,2025-10-30,168712,P-1088,Repaired
597,2024-10-20,357503,P-1062,Rejected
598,2023-03-18,274561,P-1055,Rejected
601,2025-03-29,106202,P-1075,Repaired
602,2025-05-18,249087,P-1076,Replaced
603,2024-06-29,104362,P-1068,Repaired
605,2025-11-25,8848,P-1094,Rejected
606,2025-11-14,218902,P-1080,Replaced
607,2024-05-30,266793,P-1066,Repaired
608,2024-12-04,115563,P-1078,Replaced
609,2024-11-11,230657,P-1076,Repaired
610,2024-12-30,357824,P-1076,Repaired
612,2024-02-12,235743,P-1064,Replaced
613,2025-04-29,76740,P-1056,Rejected
614,2024-06-27,16382,P-1074,Repaired
615,2024-09-08,283080,P-1065,Repaired
616,2024-06-09,41797,P-1064,Repaired
617,2025-11-29,351548,P-1066,Repaired
619,2025-05-11,231386,P-1086,Replaced
620,2025-04-06,171310,P-1094,Rejected
624,2025-08-08,214963,P-1084,Repaired
625,2025-07-27,179345,P-1097,Repaired
627,2023-11-02,14068,P-1050,Repaired
628,2023-04-13,320430,P-1050,Pending
629,2024-12-16,323125,P-1078,Rejected
630,2023-08-01,75409,P-1068,Repaired
632,2024-09-27,103234,P-1063,Repaired
633,2023-10-26,210575,P-1051,Repaired
634,2025-01-08,214181,P-1051,Replaced
635,2025-11-01,82419,P-1103,Repaired
636,2025-11-03,320996,P-1103,Repaired
637,2024-09-02,108333,P-1074,Rejected
638,2025-11-04,255033,P-1094,Repaired
642,2025-04-16,174036,P-1094,Repaired
645,2023-12-17,211659,P-1066,Repaired
646,2025-07-16,260615,P-1094,Replaced
649,2025-11-30,193474,P-1099,Repaired
651,2023-10-16,169816,P-1062,Replaced
652,2025-12-28,293298,P-1094,Repaired
653,2024-09-03,56782,P-1066,Repaired
654,2025-08-27,98315,P-1085,Replaced
655,2025-08-24,235273,P-1065,Repaired
656,2025-10-04,126955,P-1094,Repaired
657,2025-09-09,230114,P-1055,Replaced
658,2025-12-25,295906,P-1083,Repaired
659,2025-07-08,104374,P-1087,Repaired
661,2023-05-04,92909,P-1049,Replaced
662,2025-04-03,196454,P-1076,Repaired
663,2025-01-24,97214,P-1071,Repaired
664,2024-12-17,106012,P-1086,Replaced
665,2025-11-22,107512,P-1103,Repaired
670,2023-09-18,288963,P-1068,Replaced
671,2025-06-21,313761,P-1099,Repaired
673,2025-01-28,112568,P-1088,Repaired
674,2023-06-02,113851,P-1053,Repaired
675,2023-10-22,133535,P-1066,Repaired
676,2024-05-12,181368,P-1065,Rejected
678,2025-09-30,94978,P-1050,Repaired
679,2024-12-30,122347,P-1080,Replaced
680,2025-04-28,5482,P-1091,Replaced
681,2023-11-01,20167,P-1067,Repaired
682,2025-11-04,58947,P-1098,Pending
684,2025-11-01,57693,P-1097,Replaced
685,2025-01-24,222471,P-1079,Replaced
686,2024-04-18,207843,P-1062,Repaired
687,2025-05-11,118784,P-1096,Replaced
688,2025-08-10,281749,P-1051,Repaired
689,2025-07-19,48234,P-1051,Repaired
690,2024-12-24,316999,P-1075,Replaced
692,2024-06-27,152847,P-1064,Repaired
693,2024-12-26,146229,P-1088,Rejected
694,2024-07-22,291778,P-1069,Repaired
695,2023-07-31,91878,P-1053,Repaired
696,2025-09-25,91812,P-1098,Rejected
697,2025-03-13,12371,P-1078,Replaced
698,2025-04-12,71442,P-1080,Replaced
699,2024-12-02,204354,P-1079,Replaced
700,2025-12-09,278292,P-1102,Repaired
701,2025-04-11,303599,P-1085,Replaced
703,2025-07-02,685,P-1053,Replaced
704,2024-06-30,222198,P-1068,Replaced
705,2025-08-12,182487,P-1087,Repaired
706,2024-07-04,54242,P-1064,Repaired
707,2023-12-01,271021,P-1063,Repaired
709,2023-07-18,48358,P-1050,Pending
710,2025-11-27,103996,P-1071,Repaired
711,2025-11-07,143032,P-1086,Repaired
712,2023-11-24,359826,P-1063,Rejected
714,2025-02-17,329137,P-1067,Repaired
715,2025-04-30,167025,P-1087,Replaced
717,2025-12-14,236289,P-1052,Repaired
718,2025-06-26,290894,P-1098,Replaced
719,2025-07-29,319731,P-1099,Repaired
720,2025-09-23,233785,P-1076,Repaired
721,2025-06-25,282972,P-1094,Repaired
722,2025-12-25,212149,P-1094,Replaced
723,2025-06-21,206008,P-1081,Repaired
724,2024-06-11,193495,P-1072,Replaced
725,2025-12-14,319279,P-1086,Repaired
726,2024-04-05,142042,P-1053,Replaced
728,2023-10-03,159239,P-1059,Repaired
729,2025-09-06,159284,P-1093,Repaired
730,2025-10-27,1769,P-1088,Pending
733,2024-08-07,191248,P-1067,Replaced
734,2023-08-21,208383,P-1053,Repaired
735,2024-11-01,310743,P-1071,Replaced
736,2023-11-23,252380,P-1067,Repaired
737,2025-09-25,191070,P-1099,Repaired
738,2025-08-02,315621,P-1094,Repaired
739,2025-12-03,121161,P-1089,Replaced
741,2023-07-25,3340,P-1050,Repaired
742,2023-12-10,103496,P-1055,Pending
743,2025-12-26,307847,P-1104,Repaired
744,2025-02-22,117022,P-1069,Repaired
745,2023-06-13,31980,P-1058,Rejected
746,2025-04-12,121047,P-1086,Repaired
748,2025-10-10,56154,P-1067,Repaired
750,2025-12-19,314552,P-1102,Rejected
751,2025-03-20,49507,P-1077,Repaired
752,2024-05-09,27129,P-1059,Repaired
753,2024-10-24,104785,P-1077,Repaired
754,2023-08-25,237701,P-1057,Replaced
755,2025-12-11,59666,P-1099,Replaced
756,2025-04-20,85236,P-1090,Repaired
758,2025-02-28,137964,P-1086,Repaired
759,2025-12-24,267810,P-1101,Repaired
760,2025-05-14,90385,P-1094,Repaired
761,2025-06-30,22749,P-1094,Repaired
762,2023-07-11,335682,P-1055,Repaired
763,2025-08-22,83965,P-1081,Repaired
764,2024-06-07,255531,P-1068,Repaired
765,2025-05-07,184379,P-1089,Repaired
766,2023-10-01,287958,P-1066,Repaired
767,2024-06-10,174153,P-1068,Replaced
768,2023-10-12,59499,P-1052,Repaired
769,2025-06-14,234184,P-1076,Repaired
770,2023-11-07,238610,P-1050,Repaired
771,2025-06-10,334436,P-1094,Repaired
772,2025-05-09,268524,P-1070,Repaired
774,2025-12-24,220407,P-1103,Repaired
775,2024-05-12,304771,P-1061,Rejected
776,2023-12-12,320054,P-1068,Repaired
777,2025-07-11,59558,P-1087,Repaired
779,2024-02-08,292096,P-1062,Repaired
780,2025-06-25,87494,P-1082,Repaired
782,2025-05-30,38657,P-1078,Repaired
783,2024-11-10,93530,P-1074,Replaced
784,2025-11-19,325435,P-1104,Repaired
785,2025-01-28,162866,P-1075,Rejected
786,2025-08-18,309950,P-1095,Pending
787,2024-12-01,155953,P-1084,Repaired
788,2024-03-18,332500,P-1064,Repaired
789,2025-03-16,281449,P-1074,Repaired
790,2025-10-16,115481,P-1053,Repaired
792,2025-07-14,348822,P-1092,Replaced
793,2025-12-23,288787,P-1085,Repaired
794,2024-11-27,278431,P-1076,Replaced
795,2025-06-06,245510,P-1050,Repaired
796,2025-01-24,315415,P-1089,Repaired
797,2024-11-30,237558,P-1068,Replaced
798,2025-09-07,20851,P-1052,Rejected
799,2025-12-05,33572,P-1100,Pending
800,2024-10-16,42445,P-1081,Repaired
801,2025-04-29,185310,P-1089,Repaired
802,2023-08-15,143574,P-1049,Repaired
803,2025-11-14,72397,P-1104,Repaired
804,2025-02-28,54343,P-1078,Repaired
805,2025-04-09,305474,P-1085,Rejected
807,2025-03-27,249165,P-1049,Replaced
808,2025-10-10,56249,P-1104,Repaired
809,2025-03-28,147998,P-1079,Repaired
812,2025-08-31,271604,P-1082,Repaired
813,2025-07-17,328029,P-1068,Repaired
814,2025-08-20,354597,P-1085,Repaired
816,2023-04-20,33904,P-1049,Repaired
817,2024-03-06,349910,P-1059,Replaced
818,2025-04-20,153230,P-1076,Repaired
819,2025-07-25,258839,P-1085,Replaced
820,2025-11-01,113928,P-1083,Repaired
821,2025-06-03,343991,P-1076,Replaced
822,2024-07-18,197806,P-1063,Pending
823,2024-03-29,161979,P-1066,Repaired
824,2024-01-17,262501,P-1066,Repaired
